inputs,target
context : i work as a scientist. @ path_tailentity : scientist,work hassubevent think _hasprerequisite choose_capableof career _instanceof great effect _knownfor scientist
context : i work as a scientist. @ path_tailentity : parent,work hassubevent think _hasprerequisite choose_capableof career _instanceof great effect _hasa parent
context : i have my own salon. @ path_tailentity : boat,salon usedfor run salon_capableof boat
context : i have my own salon. @ path_tailentity : live boat,salon usedfor run salon_capableof live boat
context : i like steak. @ path_tailentity : apartment,steak capableof prefer steak _motivatedbygoal get home hasprerequisite prefer chicken _usedfor apartment
context : i like steak. @ path_tailentity : apartment living,steak capableof prefer steak _motivatedbygoal get home hasprerequisite prefer chicken _hassubevent apartment living
context : i like steak. @ path_tailentity : living,steak capableof prefer steak _motivatedbygoal get home hasprerequisite prefer chicken _hassubevent living
context : i like steak. @ path_tailentity : apartment,steak atlocation good neighborhood ca_usedfordesire live _usedfor nice steakhouse atlocation corner _hasa apartment
context : i like steak. @ path_tailentity : apartment,steak atlocation great neighborhood ca_usedfordesire live _usedfor nice steakhouse atlocation corner _hasa apartment
context : i like steak. @ path_tailentity : apartment living,steak atlocation good neighborhood ca_usedfordesire live _usedfor nice steakhouse atlocation corner _hasprerequisite apartment living
context : i like steak. @ path_tailentity : apartment living,steak atlocation great neighborhood ca_usedfordesire live _usedfor nice steakhouse atlocation corner _hasprerequisite apartment living
context : i like steak. @ path_tailentity : apartment living,steak atlocation corner _hasproperty nice steakhouse usedfor live in _receivesaction great neighborhood _instanceof apartment living
context : i like steak. @ path_tailentity : living,steak _product nice steakhouse atlocation corner _hasprerequisite live _usedfor nice neighborhood _ca_usedfor living
context : i like steak. @ path_tailentity : living,steak atlocation corner_capableof nice steakhouse atlocation great neighborhood ca_usedfordesire live _ca_usedfor living
context : i like steak. @ path_tailentity : living,steak atlocation great neighborhood _atlocation nice steakhouse usedfor live hassubevent corner hascontext living
context : i went past my masters and have higher qualifications in the books and letters of rome. @ path_tailentity : sibling,qualification _instanceof high qualification _desires pirate history _atlocation sibling
context : i went past my masters and have higher qualifications in the books and letters of rome. @ path_tailentity : sibling,rome _atlocation pirate history isa high qualification _desires sibling
context : i went past my masters and have higher qualifications in the books and letters of rome. @ path_tailentity : sibling,qualification _motivatedbygoal live hasfirstsubevent think people_capableof school mascot isa sibling
context : i went past my masters and have higher qualifications in the books and letters of rome. @ path_tailentity : sibling,rome _atlocation school mascot isa school child capableof think people isa sibling
context : i went past my masters and have higher qualifications in the books and letters of rome. @ path_tailentity : sibling,rome _atlocation school mascot isa school student capableof think people isa sibling
context : i went past my masters and have higher qualifications in the books and letters of rome. @ path_tailentity : sibling,qualification _usedfor college capableof even make _desires family _partof priority _instanceof sibling
context : i went past my masters and have higher qualifications in the books and letters of rome. @ path_tailentity : sibling,rome isa college _atlocation priority similarto even make_capableof family _partof sibling
context : i am happy a lot of the time. @ path_tailentity : lina,time _hascontext i _hasprerequisite dog lena isa constant affection _desires lina
context : i am happy a lot of the time. @ path_tailentity : greyhound,time _hascontext i desires dog lena isa constant affection _hasa greyhound
context : i am happy a lot of the time. @ path_tailentity : source,time _hascontext i similarto dog lena isa constant affection _desires source
context : i am happy a lot of the time. @ path_tailentity : source,time _hascontext i similarto dog lena isa constant affection _desires person isa source
context : i am happy a lot of the time. @ path_tailentity : lina,time _hasprerequisite dog capableof be hang _notdesires lina
context : i am happy a lot of the time. @ path_tailentity : greyhound,time _hasprerequisite dog capableof be hang _notdesires greyhound
context : i am happy a lot of the time. @ path_tailentity : greyhound,time _hasprerequisite dog notdesires be hang_capableof greyhound
context : i am happy a lot of the time. @ path_tailentity : source,time _hasprerequisite dog capableof be hang hascontext source
context : i am happy a lot of the time. @ path_tailentity : lina,time _hasprerequisite helping hassubevent pet _instanceof lina
context : i am happy a lot of the time. @ path_tailentity : lina,time _hasprerequisite help hassubevent pet_capableof lina
context : i am happy a lot of the time. @ path_tailentity : greyhound,time _hasprerequisite help hassubevent pet_capableof greyhound
context : i am happy a lot of the time. @ path_tailentity : greyhound,time _hasprerequisite helping hassubevent pet _instanceof greyhound
context : i am happy a lot of the time. @ path_tailentity : source,time _hasprerequisite help_capableof pet _usedfor source
context : i am happy a lot of the time. @ path_tailentity : source,time _hasprerequisite helping hassubevent pet isa source
context : i would like to work for the smithsonian. @ path_tailentity : hate,smithsonian _atlocation national park usedfor have dream _ca_usedfordesire hate
context : i would like to work for the smithsonian. @ path_tailentity : hate winter,smithsonian _atlocation national park usedfor have dream motivatedbygoal hate winter
context : i would like to work for the smithsonian. @ path_tailentity : winter,smithsonian _atlocation national park isa have dream _ca_usedfordesire winter
context : i would like to work for the smithsonian. @ path_tailentity : winter,smithsonian _atlocation weather _instanceof winter
context : i hate overtime. @ path_tailentity : care,overtime similarto recent career change capableof mind hour _motivatedbygoal help hasprerequisite believe isa care
context : i hate overtime. @ path_tailentity : take care,overtime similarto recent career change capableof mind hour _haslastsubevent help hasprerequisite believe motivatedbygoal take care
context : i hate overtime. @ path_tailentity : take,overtime similarto recent career change ca_usedfordesire help hasprerequisite believe capableof mind hour similarto take
context : i hate overtime. @ path_tailentity : take,overtime similarto recent career change capableof mind hour _haslastsubevent help hasprerequisite believe similarto take
context : i hate overtime. @ path_tailentity : take care,overtime similarto crew _atlocation captain usedfor have care _hasprerequisite have care motivatedbygoal not get overtire _hassubevent work person motivatedbygoal take care
context : i hate overtime. @ path_tailentity : care,overtime similarto rather spend_capableof rather spend isa beg motivatedbygoal care
context : i hate overtime. @ path_tailentity : take care,overtime similarto rather spend_capableof rather spend isa beg motivatedbygoal take care
context : i hate overtime. @ path_tailentity : take,overtime similarto rather spend_capableof rather spend isa beg _hasprerequisite take
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : car,canine capableof pet usedfor like _motivatedbygoal pet atlocation car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : car,canine capableof pet usedfor like _motivatedbygoal not think_capableof car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own car,canine _instanceof pet usedfor like _motivatedbygoal pet_capableof own car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own car,canine capableof pet usedfor like _motivatedbygoal not think _hasprerequisite own car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own,canine _instanceof pet usedfor like _motivatedbygoal pet_capableof own
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own,canine _instanceof pet usedfor like hassubevent not think _hasprerequisite own
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : car,canine _instanceof dog desires stay _hasprerequisite drive hassubevent get hair_capableof not let _motivatedbygoal get hair cut _usedfor car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : car,canine _instanceof dog desires stay _hasprerequisite get hair cut _hassubevent drive motivatedbygoal not let_capableof new car _atlocation car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own car,canine _instanceof dog capableof stay _hasprerequisite drive _ca_usedfordesire not let _hassubevent get hair cut _usedfor new car _motivatedbygoal own car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own car,canine _instanceof dog desires stay_capableof not let _hasprerequisite drive _ca_usedfordesire new car usedfor get hair cut _hassubevent own car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own car,canine _instanceof dog capableof stay _hasprerequisite drive motivatedbygoal not let _hasfirstsubevent get hair cut _usedfor new car ca_usedfordesire own car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own,canine _instanceof dog desires stay_capableof not let _hasfirstsubevent drive _hasprerequisite get hair done _usedfor new car nothasproperty own
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own,canine _instanceof dog desires stay _hasprerequisite drive hasfirstsubevent get hair _usedfor new car ca_usedfordesire stay _notcapableof own
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own,canine _instanceof dog capableof stay _hasprerequisite drive hasfirstsubevent get hair on car _hassubevent get hair on own _desires not let _hasprerequisite own
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : car,canine _instanceof dog capableof not come _notdesires person desires small car _atlocation car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : car,canine _instanceof dog capableof not come _hasa people desires small car _atlocation car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own car,canine _instanceof dog notdesires not come_capableof people desires small car usedfor own car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own car,canine _instanceof dog _desires person notdesires not come_capableof small car usedfor own car
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own,canine _instanceof dog capableof not come _notdesires person desires small car not come _hasprerequisite own
context : my canines stay at my residence alone when i travel to see family. @ path_tailentity : own,canine _instanceof dog _hasa people capableof not come _notdesires small car usedfor own
context : i am a woman. @ path_tailentity : dog,woman _instanceof female pet lover _hasa dog
context : i am a woman. @ path_tailentity : have dog,woman _instanceof female pet lover _motivatedbygoal have dog
context : i try to keep active. @ path_tailentity : weekend,try_capableof do work_capableof bike usedfor do work _desires person notdesires weekend
context : i try to keep active. @ path_tailentity : weekend,try capableof do work _desires person notdesires bicycle usedfor do work_capableof weekend
context : i try to keep active. @ path_tailentity : server,try capableof do work _desires person notdesires do work _usedfor bike isa server
context : i try to keep active. @ path_tailentity : weekend,try _hasprerequisite keep active be _hassubevent weekend work _instanceof weekend
context : i try to keep active. @ path_tailentity : server,try _hasprerequisite keep active be _hassubevent weekend work _usedfor server
context : i have a lot of kids. @ path_tailentity : scarf,kid isa year person _partof hat _atlocation boy_capableof scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid_capableof year person _instanceof boy _atlocation hat usedfor scarf
context : i have a lot of kids. @ path_tailentity : scarf,have lot _desires person _instanceof year person capableof be make _usedfor hat _atlocation daughter partof scarf
context : i have a lot of kids. @ path_tailentity : scarf,have lot _desires person _instanceof year person capableof be make _usedfor hat _atlocation girl _hasa scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid hasprerequisite make scarf _usedfor scarf
context : i have a lot of kids. @ path_tailentity : scarf,have lot _desires kid capableof make scarf _usedfor scarf
context : i have a lot of kids. @ path_tailentity : scarf,kid isa cool thing_capableof sense _hasa people isa like little people_capableof adults _usedfor scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid motivatedbygoal like little people_capableof people hasa sense isa cool thing_capableof guess _atlocation scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid_capableof people hasproperty like little people isa cool thing_capableof sense _atlocation people hasa scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid_capableof adults isa cool thing_capableof sense _hasa people hasa guess _hasprerequisite scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid_capableof adults isa like little people _hasproperty people hasa sense capableof cool thing _instanceof scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid hasprerequisite make thing _usedfor scarf
context : i have a lot of kids. @ path_tailentity : scarf,kid capableof i make isa scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid motivatedbygoal i m make isa scarf
context : i have a lot of kids. @ path_tailentity : scarf,have lot _desires daughter usedfor i make isa scarf
context : i have a lot of kids. @ path_tailentity : scarf,have lot _desires person _instanceof daughter partof scarf
context : i have a lot of kids. @ path_tailentity : scarf,have lot_capableof i m make isa daughter partof scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid _hassubevent buy motivatedbygoal not afford_capableof not afford similarto i m make isa sweater _atlocation scarf
context : i have a lot of kids. @ path_tailentity : scarf,have kid _hassubevent buy _hasprerequisite make present motivatedbygoal not afford_capableof not afford similarto i m make isa scarf
context : i have a lot of kids. @ path_tailentity : scarf,have lot _motivatedbygoal buy _hasprerequisite have kid _hassubevent buy _ca_usedfordesire not afford_capableof sweater _atlocation i m make isa scarf
context : dolls are fun to play with. @ path_tailentity : child,doll _instanceof educational doll person capableof teach _motivatedbygoal learn thing hasprerequisite use _atlocation blind child _notdesires child
context : dolls are fun to play with. @ path_tailentity : child,doll _instanceof educational doll person capableof teach _hassubevent help hasprerequisite use _atlocation blind child similarto touch _desires child
context : dolls are fun to play with. @ path_tailentity : child,fun _hasproperty teaching _usedfor use _atlocation blind child isa educational doll person capableof help hasprerequisite touch _desires child
context : dolls are fun to play with. @ path_tailentity : child,fun _hasproperty feline feature _instanceof facial feature _hasa daughter _hasa child
context : i am not a good artist. @ path_tailentity : soccer,artist _createdby talent _hasprerequisite talent _desires person notdesires need hascontext soccer
context : i am not a good artist. @ path_tailentity : soccer,artist capableof art similarto talent _hasprerequisite talent _hasproperty sport _instanceof soccer
context : i am not a good artist. @ path_tailentity : soccer,good artist isa talent _hasprerequisite talent _hasa sport _hascontext need_capableof soccer
context : i am not a good artist. @ path_tailentity : soccer,good artist capableof need ca_usedfordesire entertain motivatedbygoal talent isa sport _hascontext soccer
context : i am not a good artist. @ path_tailentity : soccer,good artist capableof need ca_usedfordesire help _usedfor talent isa sport _hascontext soccer
context : i am not a good artist. @ path_tailentity : soccer,good _hasproperty talent _hasprerequisite talent isa sport _hascontext need_capableof soccer
context : i am not a good artist. @ path_tailentity : soccer,good _hasproperty talent _hasprerequisite talent isa sport similarto sport _hascontext soccer
context : i am not a good artist. @ path_tailentity : soccer,good _hasproperty talent _hasprerequisite talent isa sport partof game hascontext soccer
context : i am not a good artist. @ path_tailentity : soccer,good _hasproperty talent isa talent _hasprerequisite playing sport ca_usedfor need hascontext soccer
context : my mom is the best baker in my family. @ path_tailentity : medical,mom atlocation family _usedfor doctor capableof baking hascontext medical
context : my mom is the best baker in my family. @ path_tailentity : medical school,mom atlocation family _usedfor cooking _hascontext doctor atlocation medical school
context : my mom is the best baker in my family. @ path_tailentity : medical school,mom atlocation family _usedfor baking _hascontext doctor atlocation medical school
context : my mom is the best baker in my family. @ path_tailentity : school,mom atlocation family _usedfor cooking _hascontext doctor atlocation school
context : my mom is the best baker in my family. @ path_tailentity : school,mom partof family _atlocation doctor usedfor baking isa school
context : i enjoy playing tennis. @ path_tailentity : mall,enjoy _hasprerequisite enjoy go _motivatedbygoal walk mall _usedfor mall
context : i enjoy playing tennis. @ path_tailentity : favorite,tennis _hascontext indoor activity _instanceof favorite
context : i enjoy playing tennis. @ path_tailentity : mall,enjoy _usedfor indoor activity atlocation mall
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,vocal _hasproperty people capableof use _hasprerequisite do music motivatedbygoal admire music _hassubevent have kid _notdesires parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,vocal _hascontext adore music _motivatedbygoal do music _desires people capableof use _atlocation do kid_capableof parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,vocal _hasproperty people desires have kids _motivatedbygoal do music hassubevent use _atlocation adore music _desires parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,vocal _hasproperty people desires use _hasfirstsubevent do music motivatedbygoal adore music_capableof people _madeof parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,enjoy _hassubevent use _motivatedbygoal do music_capableof people desires admire music _hasprerequisite have kid_capableof parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,enjoy _motivatedbygoal use_capableof do music _desires people isa adore music _desires people _atlocation parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,enjoy _hasprerequisite have kid motivatedbygoal do music_capableof people isa adore music ca_usedfordesire use _desires parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,enjoy _hasprerequisite have kid _motivatedbygoal use _atlocation do music _desires people hasa adore music _desires parent
context : i really enjoy doing vocals with the band. @ path_tailentity : child,vocal _hasproperty people capableof use _hasprerequisite do music motivatedbygoal adore music isa adore music _desires child
context : i really enjoy doing vocals with the band. @ path_tailentity : child,vocal _hascontext adore music _motivatedbygoal do music hasprerequisite use_capableof people isa have kid_capableof child
context : i really enjoy doing vocals with the band. @ path_tailentity : child,vocal _hascontext adore music _motivatedbygoal do music hasprerequisite use _desires people _instanceof children
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,vocal _hasproperty child capableof remember be isa be band _atlocation parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,enjoy _motivatedbygoal remember be_capableof be band _atlocation parent
context : i really enjoy doing vocals with the band. @ path_tailentity : child,vocal _hascontext be band _hasprerequisite remember be_capableof child
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,vocal _hasproperty band practice isa take care _hasprerequisite have family _desires parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,enjoy _hasprerequisite have family motivatedbygoal have family _ca_usedfordesire band practice _atlocation parent
context : i really enjoy doing vocals with the band. @ path_tailentity : parent,enjoy _hassubevent have family motivatedbygoal have family _hascontext band practice _atlocation parent
context : i really enjoy doing vocals with the band. @ path_tailentity : child,vocal _hascontext band practice isa take care _hasprerequisite have family _desires child
context : i am a cat owner. @ path_tailentity : travel,owner_capableof cat atlocation cat cafe isa portland _hascontext want _motivatedbygoal travel
context : i am a cat owner. @ path_tailentity : travel,owner _hasa cat cafe atlocation portland isa visit _hasprerequisite want _motivatedbygoal travel
context : i am a cat owner. @ path_tailentity : travel,cat owner atlocation cat cafe isa cat cafe usedfor visit _hasprerequisite want _motivatedbygoal travel
context : i am a cat owner. @ path_tailentity : travel,cat owner atlocation cat cafe isa portland _hascontext want _motivatedbygoal visit _hasprerequisite travel
context : i am a cat owner. @ path_tailentity : travel,cat atlocation cat cafe isa cat cafe usedfor visit _hasprerequisite want _motivatedbygoal travel
context : i am a cat owner. @ path_tailentity : travel,cat atlocation cat cafe isa portland _hascontext want _motivatedbygoal visit hasprerequisite travel
context : i am a cat owner. @ path_tailentity : travel,cat atlocation cat cafe isa portland partof country usedfor visit _motivatedbygoal travel
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : brother,spouse _hasa brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : have brother,spouse capableof marry hasprerequisite have brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : sister,spouse _hasa current husband isa current husband notcapableof have sibling_capableof sister
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : sister,spouse capableof have sibling _desires person _instanceof current husband hasa met hascontext sister
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : brother,spouse capableof have sibling _desires person _instanceof current husband hasa met _atlocation brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : brother,spouse capableof own sibling _desires person _instanceof current husband hasa met _atlocation brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : have brother,spouse _hasa current husband isa met similarto has sibling _desires person capableof have brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : have brother,spouse capableof have sibling _desires person _instanceof current husband nothasproperty met hascontext have brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : sister,spouse partof family _atlocation relationship _instanceof sister
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : sister,spouse _hasa sibling isa relationship _hasa sister
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : sister,spouse _atlocation brother isa sibling _hascontext sister
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : sister,spouse isa sibling relationship _ca_usedfor relationship _hascontext sister
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : brother,spouse isa sibling relationship _partof relationship _usedfor brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : brother,spouse _desires sibling isa relationship _atlocation brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : brother,spouse _atlocation brother isa relationship _usedfor brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : have brother,spouse isa sibling usedfor relationship _motivatedbygoal have brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : have brother,spouse partof family isa relationship ca_usedfordesire have brother
context : i found my spouse at a musical performance by a boy band. @ path_tailentity : have brother,spouse partof family _atlocation sibling capableof have brother
context : i enjoy clothing with logos on it. @ path_tailentity : thaw,logo _hascontext here be similarto wintet clothing isa wintet clothing capableof few day similarto thaw
context : i enjoy clothing with logos on it. @ path_tailentity : thaw,logo _hascontext wintet clothing _instanceof here be similarto just be get_capableof few day similarto thaw
context : i enjoy clothing with logos on it. @ path_tailentity : temperature,logo _hascontext here be similarto wintet clothing _instanceof just be get_capableof few day _atlocation temperature
context : i enjoy clothing with logos on it. @ path_tailentity : temperature,logo _hascontext here be similarto wintet clothing capableof wintet clothing _hasa few day isa temperature
context : i enjoy clothing with logos on it. @ path_tailentity : temperature,logo _hascontext here be similarto wintet clothing isa welsh clothing capableof just be get _ca_usedfordesire temperature
context : i enjoy clothing with logos on it. @ path_tailentity : here be,logo _hascontext wintet clothing capableof just be get similarto few day _instanceof here be
context : i enjoy clothing with logos on it. @ path_tailentity : thaw,logo _hasa few name brand shirt capableof wear _instanceof thaw
context : i enjoy clothing with logos on it. @ path_tailentity : temperature,logo _hascontext few name brand shirt capableof wear _usedfor temperature
context : i enjoy clothing with logos on it. @ path_tailentity : here be,logo _hasa few name brand shirt capableof wear _instanceof here be
context : i enjoy clothing with logos on it. @ path_tailentity : thaw,logo _instanceof logo sweatshirt atlocation cold weather ca_usedfordesire thaw
context : i enjoy clothing with logos on it. @ path_tailentity : temperature,logo _instanceof logo sweatshirt atlocation cold weather ca_usedfor temperature
context : i enjoy clothing with logos on it. @ path_tailentity : here be,logo _instanceof logo sweatshirt atlocation cold weather _hascontext here be
context : i lost one of my parents a while ago. @ path_tailentity : connect,parent capableof cause lot _notcapableof cause stress _hasprerequisite lose _notdesires connect
context : i lost one of my parents a while ago. @ path_tailentity : connect,parent capableof cause lot capableof cause stress _hasprerequisite lose _notdesires connect
context : i lost one of my parents a while ago. @ path_tailentity : connect,lose capableof cause lot capableof cause stress _usedfor connect
context : i lost one of my parents a while ago. @ path_tailentity : connect others,parent capableof cause lot _notcapableof cause stress _hasprerequisite lose _hassubevent connect others
context : i lost one of my parents a while ago. @ path_tailentity : connect,parent capableof know _hasprerequisite die hassubevent die hasfirstsubevent connect
context : i lost one of my parents a while ago. @ path_tailentity : connect,lose _hassubevent die hasprerequisite know _haslastsubevent die hasfirstsubevent connect
context : i lost one of my parents a while ago. @ path_tailentity : connect others,parent capableof know _hasprerequisite die motivatedbygoal be affected _hassubevent connect others
context : i lost one of my parents a while ago. @ path_tailentity : connect others,parent capableof know _hasprerequisite die _hassubevent know _motivatedbygoal connect others
context : in reality i am 32 and live at home with my mother. @ path_tailentity : dad,reality _atlocation parent notdesires die_capableof dad
context : in reality i am 32 and live at home with my mother. @ path_tailentity : dad,reality person _desires person notdesires die_capableof dad
context : in reality i am 32 and live at home with my mother. @ path_tailentity : dad,live haslastsubevent die _notdesires parent _instanceof dad
context : we have a dog. @ path_tailentity : parent,dog capableof adopt _hasprerequisite get divorce _notdesires parent
context : we have a dog. @ path_tailentity : parent,dog capableof adopt _hasprerequisite get divorce _ca_usedfordesire parent
context : we have a dog. @ path_tailentity : parent,have dog _hasprerequisite adopt_capableof adopt _desires parent
context : we have a dog. @ path_tailentity : married,dog capableof adopt _hasprerequisite get divorce motivatedbygoal married
context : we have a dog. @ path_tailentity : parent,dog capableof let _desires child createdby parent
context : we have a dog. @ path_tailentity : parent,have dog _hasprerequisite let_capableof child createdby parent
context : we have a dog. @ path_tailentity : married,dog_capableof child usedfor let receivesaction married
context : we have a dog. @ path_tailentity : parent,have dog hasprerequisite first get married_capableof people hasa same dog _definedas same dog _desires people _instanceof parent
context : we have a dog. @ path_tailentity : married,dog _hasa people hasa same dog capableof year _instanceof people desires first get married _hasprerequisite married
context : i visited europe in june. @ path_tailentity : basic,june _atlocation international travel usedfor people capableof think hasprerequisite allow budget_capableof basic
context : i visited europe in june. @ path_tailentity : basic,june _atlocation international travel usedfor people capableof allow budget _hassubevent think _ca_usedfordesire basic
context : i visited europe in june. @ path_tailentity : basic,europe _atlocation international travel usedfor people capableof think hasprerequisite allow budget_capableof basic
context : i visited europe in june. @ path_tailentity : basic,visit june_capableof people desires think hasprerequisite allow budget _hassubevent international travel _hascontext basic
context : i visited europe in june. @ path_tailentity : basic,visit june_capableof people desires think _hasprerequisite think _hassubevent international travel _hascontext basic
context : i visited europe in june. @ path_tailentity : basic,visit june_capableof people desires think _hasprerequisite think _ca_usedfordesire international travel isa basic
context : i visited europe in june. @ path_tailentity : basic,june ca_usedfordesire not go similarto nnt pay hascontext basic
context : i visited europe in june. @ path_tailentity : basic,june capableof not go similarto nnt pay hascontext basic
context : i visited europe in june. @ path_tailentity : basic,europe _atlocation not go similarto nnt pay isa basic
context : i visited europe in june. @ path_tailentity : basic,visit june hasprerequisite not go similarto nnt pay hascontext basic
context : i am a grandmother. @ path_tailentity : amount,grandmother _hasa grandchild isa amount
context : i am a grandmother. @ path_tailentity : short amount,grandmother isa grandchild hasa short amount
context : i am a grandmother. @ path_tailentity : wife,grandmother isa grandchild _hasa wife
context : i am a grandmother. @ path_tailentity : amount,grandmother capableof get married _hasprerequisite first time isa amount
context : i am a grandmother. @ path_tailentity : short amount,grandmother capableof get married _hasprerequisite first time isa short amount
context : i am a grandmother. @ path_tailentity : wife,grandmother capableof get married _hasprerequisite first time _hasproperty wife
context : i am a grandmother. @ path_tailentity : wife,grandmother capableof get married _ca_usedfordesire first time _hasa wife
context : i am a father. @ path_tailentity : basketball,father isa house _atlocation watch lot _hasprerequisite watch sport motivatedbygoal watch lot _desires person capableof believe hascontext basketball
